,.SPX,.GDAXI,.FCHI,.FTSE,.OMXSPI,.N225,.KS11,.HSI
2007-02-28,1.10349758834852,1.65936509309434,1.66359542646131,1.9682110818496998,2.42765016755792,2.11667250550102,0.8321501671107,1.14664906071779
2007-03-01,1.94913930663485,1.7775046010145699,1.85450240969565,1.45017209232559,1.89143716840528,0.96374920117235,0.0,0.8002774959556499
2007-03-02,0.8625022598471701,1.3609508697025,1.43373407060235,1.20252719674941,1.46511818784799,1.09087695706986,0.72986910676465,0.69393235074812
2007-03-05,1.30177266935475,1.40688789773279,1.2012334323490101,1.77879550251567,2.55119345151558,1.34744199148942,0.77105919169492,1.04522854643231
2007-03-06,1.06521783781159,1.1415987308529199,0.9351798196379401,0.93724515247669,1.13156868922173,1.19223172269739,0.8657035395024499,0.8238272029703101
2007-03-07,0.58431838512124,0.6143273027328999,0.71566841492836,0.69912636923414,1.00051872581426,1.03392043352474,0.79011787562552,0.9673060321387299
2007-03-08,0.8638234396368599,0.5680003514101399,0.5315001889379,0.69406546951827,0.8906004699239001,1.12980196733409,0.74813552408482,0.8344437774750101
2007-03-09,0.76085111361591,0.90550812732867,1.22768529030529,0.86629550742405,1.03624345535641,0.90803378510861,0.7828111777487899,0.82114582849089
2007-03-12,0.49902204238035003,0.8341369408800999,0.9390825077806499,0.71371637969557,0.7856704837489001,0.69150690793959,0.47935739708261,0.72228907827068
2007-03-13,0.94713985208439,0.93150827064976,0.9805118673297599,0.72616841680521,0.92869780330062,0.7860817993549001,0.60955538682775,0.67181038318912
2007-03-14,1.27120195101801,1.43198135953126,1.23634503882249,1.75175835028265,2.27963743313426,1.0389270597732,0.6468849836887101,0.63133077842481
2007-03-15,0.6548677830966301,1.36233901539044,1.1460582203636,1.48048776515748,1.7618190077854101,0.6714843827555199,0.49376114852228,0.48533651789867
2007-03-16,0.54011628316997,0.74924705250902,0.86753179158269,0.8480503399924001,0.8368682961944599,1.06858819504755,0.63862845406807,1.0934364748713101
2007-03-19,0.7370965373271601,0.63747444611257,0.5362689442769,0.8970030055508701,0.98455216800277,0.92825738597157,0.6594670516663,0.632072816041
2007-03-20,0.43696283383956,0.63174847129065,0.7762000605654801,0.6214325180498901,0.67560157399412,0.7828591596496799,0.48441602143129997,0.40097658395154
2007-03-21,0.8145214800859399,0.45263824270482006,0.55021743763331,0.71996077515669,0.58395294737487,0.0,0.6098508754847399,0.6296631252986901
2007-03-22,0.41810054215851,1.30392718329284,0.70326948419389,1.45103552185292,1.52361891201638,0.61017739762262,0.50670255456019,0.7532837892302899
2007-03-23,0.46639523066237004,0.7400234892455201,0.74905059533549,0.64812289250297,0.6206543592861901,0.6511559247189,0.50145380724274,0.38639127460796
2007-03-26,0.71010780158916,0.8996151457559699,0.9522879611433299,0.7833096890283701,0.7166234933354,0.67902808169673,0.67204969427113,0.5627105651641899
2007-03-27,0.65204060391288,0.8146235775831999,0.6147764508574101,0.9136405642988199,0.8235187771004799,0.75134659227587,0.7574919293397699,0.43895257790958
2007-03-28,0.78665908502526,0.7278907918216,0.83644193566185,0.7439054223873,0.77334381120849,0.9672891039274699,0.7982053062208301,0.83419466179395
2007-03-29,0.88999938353699,0.59400421427799,0.64883302777873,0.6935578839987699,0.64836072333274,1.0672473994800802,0.6721761636647701,0.69867934053551
2007-03-30,0.6865841766338,0.64336674223003,0.70094612817268,0.5554688471346,0.55482956575553,0.74551830577023,0.49954144598545996,0.58379208398175
2007-04-02,0.47102075327070997,0.52689921071313,0.59916110225757,0.56141808714041,0.67088993036168,0.90974096898248,0.58979374517063,0.73757156564585
2007-04-03,0.65109741710801,0.8119046946537299,0.48094042041608,0.71412853229376,0.68714368531165,0.8153030624218399,0.6420610188821699,0.47493545476131
2007-04-04,0.36366481278921,0.46524803828731,0.52016518640984,0.43403836019686,0.62789143656834,0.5781094732219401,0.40656148530482,0.40217156995342995
2007-04-05,0.26208268223819997,0.28641178023656,0.36901145005833996,0.43146776911037,0.31828972799842,0.53421220047719,0.43572408626730996,0.0
2007-04-06,0.0,0.0,0.0,0.0,0.0,0.5261975608977,0.41455777825666,0.0
2007-04-09,0.34038168780871997,0.0,0.0,0.0,0.0,0.52461259217012,0.42403945526717995,0.0
2007-04-10,0.31631913688003,0.48072814209889003,0.5504559034499,0.42735210007974,0.48560008081476996,0.59672650756501,0.67843007853207,0.54226089482187
2007-04-11,0.46836170777650005,0.48566125707516,0.57838549781507,0.43754322115733996,0.64312647766222,0.54195633877761,0.48442603595264006,0.55652661261333
2007-04-12,0.45622203325161004,0.6247384353889,0.65775393665052,0.47987196381704,0.70459178345515,0.60852230026726,0.7206763452161601,0.6053802684267899
2007-04-13,0.43375532109381004,0.63396085393418,0.5831320446546601,0.5060320387551,0.66281774939237,0.66791055113681,0.78641551321345,0.65327916648905
2007-04-16,0.55195375516027,0.48757877563009,0.52051966493369,0.55973424764277,0.56307803748793,0.6876682147761399,0.47925322915458,0.61068072987453
2007-04-17,0.3859057288867,0.71348613366929,0.67229413243501,0.62545935611934,0.73182538450115,0.80832339057141,0.6631434570421,0.51004730401613
2007-04-18,0.40530071666216,0.7429514735294199,0.64988412704764,0.57513023999732,0.6943852075921799,0.76602764483777,0.57898409534673,0.75999200100439
2007-04-19,0.64810089589284,0.74373604553316,0.8454815730521901,0.9288465853221701,0.91147488366074,1.22329719672817,0.9470356050988501,0.9521353142537701
2007-04-20,0.89034464564966,0.7922248897669,0.8741384941029501,0.6844582277621301,0.61433006424047,0.73272173156876,0.70744571129126,0.46041139804544995
2007-04-23,0.3625177039042,0.56269267785419,0.61312293313401,0.52985237795375,0.49947720390608,0.6877286625103199,0.7093613996187,0.61342143196123
2007-04-24,0.47747143612714,0.82276907936649,0.80244157485212,0.6688094828090599,0.80861750147206,0.80359692474723,0.6831026404888,0.54324757364567
2007-04-25,0.56256505206558,0.7602811216601599,0.7847035232028,0.76515506374376,0.69134816327683,0.8157662415531799,0.94981778295375,0.64913874292414
2007-04-26,0.39843478458090004,0.72436117687553,0.57211082168565,0.8248533769712201,1.03443762762623,0.7404866284115199,0.66418416719623,0.51264823010965
2007-04-27,0.45983870193313003,0.74078011280344,0.7753424600443499,0.7053078834442099,0.73612962769258,0.93498465839359,0.69769059728203,0.6703265492538399
2007-04-30,0.48131106400397994,0.5710870827039299,0.55967460778256,0.54506144959168,0.37831624535692,0.0,0.61660651224537,0.9318637305412201
2007-05-01,0.61674995363147,0.0,0.0,0.7094461028262601,0.0,0.70555356094259,0.0,0.0
2007-05-02,0.3888007517274,0.46800444610486,0.55357151657654,0.62694053546995,0.5848120825004499,0.6560848138026699,0.58407143161849,0.65738054429079
2007-05-03,0.4486753672923,0.66949702217948,0.60982850260227,0.66686273137385,0.67917338602429,0.0,0.43074025228433,0.53811960896362
2007-05-04,0.40722989433188,0.49053490430952995,0.58343909279177,0.6256700174622299,0.53755837835263,0.0,0.52774512580802,0.53953652764038
2007-05-07,0.33051804017548,0.40820799397992,0.42167650338143003,0.0,0.48814414962926,0.5831428795090801,0.36953550976635,0.5133675333859
2007-05-08,0.5005767706131701,0.61097461324963,0.5473775623730901,0.54882620670936,0.87862466772379,0.52776531274144,0.62630570665444,0.68954876555895
2007-05-09,0.44564602001798,0.6108504106910501,0.47357778476544,0.6665296967357001,0.8438658124077301,0.5766602068942,0.67870029264484,0.63865097017841
2007-05-10,0.6717902429063201,0.81471493969126,0.58688039335688,0.66629189949867,0.7854985282600699,0.6257845002728201,1.01168141250543,0.60389323208129
2007-05-11,0.5214068488275501,1.13223794989304,1.04860781744701,0.9025918745111199,0.9068946712409299,0.71330408689202,0.64540657836822,0.4586582228312
2007-05-14,0.52071997747217,0.6532942829419199,0.62831941955205,0.66449331082694,0.67326416719534,0.55290501186761,0.9380009490665401,0.59118527261967
2007-05-15,0.7311000470965,0.9442623306160299,1.08548153120493,0.72086991824043,0.72194638139455,0.5770044089745501,0.72957484533968,0.64068134772485
2007-05-16,0.61111362080705,0.6379108895623901,0.59260116254025,0.67853148109548,0.3618546427973,0.60002315782132,0.8371768111097,0.45514091375134
2007-05-17,0.44727094816120005,0.55536796670474,0.48641924338497,0.47422491020568003,0.0,0.59863509855118,0.50332088477228,0.38008019824671
2007-05-18,0.45781443551277,0.63299955281856,0.7540748610635201,0.61626661350211,0.4687508281927,0.77570016843229,0.76113703889453,0.45535491105768
2007-05-21,0.38369610919020997,0.53770429519412,0.55705165587259,0.6094583699462001,0.73975765383761,0.6157966860296,0.9406810752385499,0.54620491357206
2007-05-22,0.43751416033893004,0.55876292853842,0.56633083597095,0.53924156588616,0.6026808374393501,0.65533441186779,0.65544842395515,0.56589239779368
2007-05-23,0.55330393159827,0.50892404670248,0.46961718654001006,0.53491122115991,0.55983116169315,0.54865934834059,0.78005366295044,0.40122687554330005
2007-05-24,0.7315555526228,0.8506287020275,0.83822847154718,0.74604665654067,0.78651494397209,0.78966092123931,0.0,0.0
2007-05-25,0.55561398007094,0.74181426111726,0.69121875489692,0.67118520368073,0.61480156656965,0.73460104869386,0.54562634204785,0.49982046727443
2007-05-28,0.0,0.0,0.22353109726876,0.0,0.43375483453976005,0.46508340044454,0.48847098359226004,0.29999290383801
2007-05-29,0.5117791671894101,0.45008467251926,0.46208689912315,0.4666026613257,0.47676379265277,0.6116236066784699,0.6203725446614899,0.47547652918825
2007-05-30,0.69618597484603,0.8779579382682401,0.7290341625357,1.00510855210867,0.76541601395624,1.0058260236596501,1.1338604821634801,0.64101548592302
2007-05-31,0.41456350526937996,0.78423765270184,0.56109167944544,0.6753487730253,0.8802399949511199,0.66147928557241,0.6916217853708101,0.72753598459921
2007-06-01,0.6158181704572799,0.5712770461226699,0.63879509590895,0.60224714306414,1.03725904535945,0.43935692846739,1.20756520839663,0.77912763990085
2007-06-04,0.35610506941918,0.7611861484076,0.56553690543033,0.51923130655342,0.51568739970051,0.49346683196949,1.39434031105501,0.8414513057968
2007-06-05,0.5580955874747,0.86135045941004,0.6797810339089999,0.51542934190109,0.57290746538729,0.71184626324652,1.4053335202435,0.8057192787191401
2007-06-06,0.6061692105879699,1.0530018741673701,0.84394822832476,0.79942359988833,0.0,0.40448301195261,0.0,0.62689290817684
2007-06-07,0.86238163656431,1.40570748239667,1.2253017368052601,1.27215180898114,1.21709829508918,0.5194712613204899,1.0439912645123,0.7274176657889999
2007-06-08,0.7248894790001901,1.55912144824352,1.3409395609672299,1.14200814648188,1.6549701078826098,0.8222406159164,1.13128784185811,0.45738453291758
2007-06-11,0.48363942027902,0.8311286480298901,0.68905547833745,0.7388770924467,2.2871564485957196,0.4246038283476,1.13056281302057,0.33380237108625
2007-06-12,0.8143074453613299,0.9635406724304799,0.93922178682761,0.77771860966204,0.8839914899046101,0.5937389159073501,0.9891577083675799,0.61724966720764
2007-06-13,0.80554275617563,1.03024231491285,1.00232438786951,0.74885610728859,0.97066272146887,0.52898259748685,0.83577580339878,0.40003561804119997
2007-06-14,0.4886611053776,0.7147399685253699,0.6687415117164099,0.8878502556913,1.01920447323488,0.36811935503903,0.8340493994469501,0.48853118133025997
2007-06-15,0.68687200466769,0.85223673750939,0.8861468172782201,0.71118467110468,0.77429805553488,0.3856244769164,0.79064822396951,0.42145521215901
2007-06-18,0.42551508745990996,0.6707284946644899,0.61463087466022,0.51913841890908,0.5562712609282,0.49954794099402006,0.63172081984277,0.6400778499075
2007-06-19,0.42789336200475,0.71637549390742,0.64806741761448,0.49228047941186004,0.53194288493043,0.40959526368325,1.02918028605633,0.0
2007-06-20,0.7196579257957,0.78789727423465,0.5841252112812301,0.6462380285460599,0.6126601007366099,0.47359072939149005,1.11016516888884,0.9158302415387299
2007-06-21,0.8811502849714701,1.1078184722800901,1.04566876249173,0.85078961288632,0.94557274356585,0.49844088868335,1.0265631424569,0.572638629152
2007-06-22,0.8986882409767499,0.7906055543217799,0.66335280329015,0.63501912075967,0.0,0.48693976471682004,1.16353227356614,0.99359211601899
2007-06-25,1.04351503911347,1.01254745526469,0.82632381148462,0.7493667141324,1.0347991853833198,0.6389831974856,1.18001429289182,0.94635060905905
2007-06-26,0.89551810248483,0.936345981148,0.73779923895537,0.79487393567303,0.8224795567695099,0.58310472542127,1.2871483850356902,0.76299674010079
2007-06-27,0.8415150473755301,0.8970090460764101,0.78928244126272,0.89360043950206,0.7601779011479101,0.51333592332947,1.1300429578776998,0.73855874297474
2007-06-28,0.78401642369305,0.76422742169921,0.51777746411248,0.71239746347633,0.73808697033156,0.40891863126967,0.57223347200324,0.59611448561134
2007-06-29,0.8809040710892999,0.7502819136284801,0.70682876724171,0.7717045789922,0.6184221635194,0.49595055967491997,0.8171488541401499,0.64156817597037
2007-07-02,0.57084032271779,0.80173616069784,0.53264504318928,0.70177518157661,0.67563861230642,0.46235554992614003,0.7942595132911601,0.0
2007-07-03,0.31657344126322,0.64945072296951,0.46239804792155004,0.69632768926719,0.8558413179502801,0.36600776097881,0.62995813332272,0.56052466129959
2007-07-04,0.0,0.34980603171778,0.31014711737697004,0.38688115707828996,0.44270653105475,0.3550378488466,0.85056321825468,0.61143010971405
2007-07-05,0.45884580864441005,1.14771031009048,0.62407558759692,0.66188655664301,0.65212679630507,0.48604666244572003,0.86199870983251,0.6271013343890199
2007-07-06,0.42619872140473,1.00761930648682,0.60488747422829,0.5979944886375299,0.54578768149555,0.46248681714212997,1.20785001606325,0.9499573873494699
2007-07-09,0.39409349648269,0.7328639923108,0.3959938607203,0.52213142006183,0.54533521563023,0.3316706934464,1.021411851531,0.7153158775236
2007-07-10,0.86353665383136,1.00325602862479,0.90830936692354,0.61838584121908,0.66930364500116,0.34087013588708,0.8845304323943,0.6988032828452
2007-07-11,0.70027269829058,1.2126884290043298,0.84156922741536,1.0030980074962699,0.84002172993074,0.43269113115547,0.9442458252063,0.8786385958969901
2007-07-12,0.7007859376296199,0.7795409499249301,0.70542916697191,0.73269701530683,0.54643475422008,0.7482087409416001,0.95616698231561,0.784587466077
2007-07-13,0.43393693844273,0.9591796429125501,0.64708555370754,0.95645099406252,0.8478299242529699,0.47807567479286994,0.77418382663631,0.67607462595737
2007-07-16,0.43646598646729,0.5958954417987,0.57950272229245,0.5446106578369599,0.41890101994062995,0.0,1.15134931768121,0.52523366476159
2007-07-17,0.47501990953441,0.84799757383415,0.68170370909625,0.64264665018825,0.55418012272328,0.47030702664421004,0.0,0.60589406963893
2007-07-18,0.8200550414412999,1.08081114491755,0.73869175668291,1.02339729173864,0.7625123525749,0.5637895289481599,1.21764684968754,0.5825663474520699
2007-07-19,0.59512108440081,0.7145720870468399,0.62858400442568,0.80694871812405,0.62905030218505,0.51440766095491,1.3549457119014,0.5629565519843
2007-07-20,0.8966533369859799,0.8427921381636099,0.97852133787061,0.6740283152103,0.61859970635465,0.36633774424885,0.92512230315648,0.47166007503074997
